run_id,timestamp,git_sha,backend,chunk_size,num_freqs,num_frames,stage,mean_ms,std_ms,min_ms,max_ms,pct_of_total,rt_margin
20260625_225846_GpuCWT_c16384_f116,2026-06-25 22:58:46,96936d0,GpuCWT,16384,116,16,init:pipeline,733.705,0.0,733.705,733.705,,
20260625_225846_GpuCWT_c16384_f116,2026-06-25 22:58:46,96936d0,GpuCWT,16384,116,16,wait:next_chunk,0.0,0.0,0.0,0.0,,
20260625_225846_GpuCWT_c16384_f116,2026-06-25 22:58:46,96936d0,GpuCWT,16384,116,16,raw_cwt,5.8877,0.3993,5.1495,6.8132,50.89,
20260625_225846_GpuCWT_c16384_f116,2026-06-25 22:58:46,96936d0,GpuCWT,16384,116,16,magnitude,0.8761,0.3548,0.5853,2.1538,7.57,
20260625_225846_GpuCWT_c16384_f116,2026-06-25 22:58:46,96936d0,GpuCWT,16384,116,16,edge_trim,0.0048,0.0017,0.0028,0.0089,0.04,
20260625_225846_GpuCWT_c16384_f116,2026-06-25 22:58:46,96936d0,GpuCWT,16384,116,16,hop_center,0.0076,0.0019,0.0045,0.0111,0.07,
20260625_225846_GpuCWT_c16384_f116,2026-06-25 22:58:46,96936d0,GpuCWT,16384,116,16,downsample,0.1258,0.03,0.0795,0.2031,1.09,
20260625_225846_GpuCWT_c16384_f116,2026-06-25 22:58:46,96936d0,GpuCWT,16384,116,16,render,4.6676,1.8165,3.4827,9.5277,40.34,
20260625_225846_GpuCWT_c16384_f116,2026-06-25 22:58:46,96936d0,GpuCWT,16384,116,16,TOTAL,11.5696,1.6445,10.0896,15.5755,100.0,16.056
20260626_064852_GpuCWT_c16384_f116,2026-06-26 06:48:52,96936d0,GpuCWT,16384,116,27,init:pipeline,781.5108,0.0,781.5108,781.5108,,
20260626_064852_GpuCWT_c16384_f116,2026-06-26 06:48:52,96936d0,GpuCWT,16384,116,27,wait:next_chunk,174.3609,3.1923,159.1053,175.8079,,
20260626_064852_GpuCWT_c16384_f116,2026-06-26 06:48:52,96936d0,GpuCWT,16384,116,27,fft_cpu,1.2346,0.1842,1.1151,2.0506,11.2,
20260626_064852_GpuCWT_c16384_f116,2026-06-26 06:48:52,96936d0,GpuCWT,16384,116,27,upload,0.404,0.4836,0.2663,2.8591,3.67,
20260626_064852_GpuCWT_c16384_f116,2026-06-26 06:48:52,96936d0,GpuCWT,16384,116,27,multiply,0.37,0.1541,0.3116,1.1468,3.36,
20260626_064852_GpuCWT_c16384_f116,2026-06-26 06:48:52,96936d0,GpuCWT,16384,116,27,ifft,2.3879,0.1535,2.326,3.1603,21.66,
20260626_064852_GpuCWT_c16384_f116,2026-06-26 06:48:52,96936d0,GpuCWT,16384,116,27,download,1.6257,0.3127,1.4006,2.887,14.75,
20260626_064852_GpuCWT_c16384_f116,2026-06-26 06:48:52,96936d0,GpuCWT,16384,116,27,magnitude,0.7595,0.1657,0.5934,1.4683,6.89,
20260626_064852_GpuCWT_c16384_f116,2026-06-26 06:48:52,96936d0,GpuCWT,16384,116,27,edge_trim,0.0044,0.0011,0.0026,0.0067,0.04,
20260626_064852_GpuCWT_c16384_f116,2026-06-26 06:48:52,96936d0,GpuCWT,16384,116,27,hop_center,0.0083,0.0014,0.0056,0.0106,0.08,
20260626_064852_GpuCWT_c16384_f116,2026-06-26 06:48:52,96936d0,GpuCWT,16384,116,27,downsample,0.118,0.0136,0.1004,0.1522,1.07,
20260626_064852_GpuCWT_c16384_f116,2026-06-26 06:48:52,96936d0,GpuCWT,16384,116,27,render,4.1112,2.0304,3.2637,13.1538,37.29,
20260626_064852_GpuCWT_c16384_f116,2026-06-26 06:48:52,96936d0,GpuCWT,16384,116,27,TOTAL,11.0236,3.1638,9.6188,26.1402,100.0,16.851
20260626_125738_GpuCWT_c16384_f116,2026-06-26 12:57:38,96936d0,GpuCWT,16384,116,27,init:build,1125.1671,0.0,1125.1671,1125.1671,,
20260626_125738_GpuCWT_c16384_f116,2026-06-26 12:57:38,96936d0,GpuCWT,16384,116,27,init:prescan,293.5486,0.0,293.5486,293.5486,,
20260626_125738_GpuCWT_c16384_f116,2026-06-26 12:57:38,96936d0,GpuCWT,16384,116,27,wait:next_chunk,172.7716,10.4293,119.8742,175.8658,,
20260626_125738_GpuCWT_c16384_f116,2026-06-26 12:57:38,96936d0,GpuCWT,16384,116,27,audio_read,0.1434,0.0186,0.1244,0.2001,1.12,
20260626_125738_GpuCWT_c16384_f116,2026-06-26 12:57:38,96936d0,GpuCWT,16384,116,27,fft_cpu,1.2147,0.0966,1.1304,1.5637,9.53,
20260626_125738_GpuCWT_c16384_f116,2026-06-26 12:57:38,96936d0,GpuCWT,16384,116,27,upload,0.32,0.1421,0.2536,1.0148,2.51,
20260626_125738_GpuCWT_c16384_f116,2026-06-26 12:57:38,96936d0,GpuCWT,16384,116,27,multiply,0.3751,0.1433,0.3181,1.1002,2.94,
20260626_125738_GpuCWT_c16384_f116,2026-06-26 12:57:38,96936d0,GpuCWT,16384,116,27,ifft,2.4329,0.2558,2.3265,3.5109,19.09,
20260626_125738_GpuCWT_c16384_f116,2026-06-26 12:57:38,96936d0,GpuCWT,16384,116,27,download,1.661,0.3013,1.3742,2.5843,13.03,
20260626_125738_GpuCWT_c16384_f116,2026-06-26 12:57:38,96936d0,GpuCWT,16384,116,27,magnitude,0.7851,0.2404,0.605,1.6003,6.16,
20260626_125738_GpuCWT_c16384_f116,2026-06-26 12:57:38,96936d0,GpuCWT,16384,116,27,edge_trim,0.0043,0.0016,0.0028,0.0103,0.03,
20260626_125738_GpuCWT_c16384_f116,2026-06-26 12:57:38,96936d0,GpuCWT,16384,116,27,hop_center,0.0066,0.0014,0.0049,0.0124,0.05,
20260626_125738_GpuCWT_c16384_f116,2026-06-26 12:57:38,96936d0,GpuCWT,16384,116,27,downsample,0.1142,0.0162,0.0949,0.1655,0.9,
20260626_125738_GpuCWT_c16384_f116,2026-06-26 12:57:38,96936d0,GpuCWT,16384,116,27,buf_push,0.1161,0.0386,0.0862,0.2907,0.91,
20260626_125738_GpuCWT_c16384_f116,2026-06-26 12:57:38,96936d0,GpuCWT,16384,116,27,tex_upload,0.3493,0.0901,0.2624,0.7131,2.74,
20260626_125738_GpuCWT_c16384_f116,2026-06-26 12:57:38,96936d0,GpuCWT,16384,116,27,gl_clear,0.1792,0.2177,0.0212,1.2811,1.41,
20260626_125738_GpuCWT_c16384_f116,2026-06-26 12:57:38,96936d0,GpuCWT,16384,116,27,gl_draw,1.8384,9.0551,0.0526,48.0104,14.42,
20260626_125738_GpuCWT_c16384_f116,2026-06-26 12:57:38,96936d0,GpuCWT,16384,116,27,gl_swap,3.2063,0.9703,2.6376,6.5777,25.15,
20260626_125738_GpuCWT_c16384_f116,2026-06-26 12:57:38,96936d0,GpuCWT,16384,116,27,TOTAL,12.7464,10.455,9.6764,65.7795,100.0,14.573
20260626_130041_GpuCWT_c16384_f116,2026-06-26 13:00:41,96936d0,GpuCWT,16384,116,16,init:build,587.8116,0.0,587.8116,587.8116,,
20260626_130041_GpuCWT_c16384_f116,2026-06-26 13:00:41,96936d0,GpuCWT,16384,116,16,init:prescan,153.6647,0.0,153.6647,153.6647,,
20260626_130041_GpuCWT_c16384_f116,2026-06-26 13:00:41,96936d0,GpuCWT,16384,116,16,wait:next_chunk,0.0,0.0,0.0,0.0,,
20260626_130041_GpuCWT_c16384_f116,2026-06-26 13:00:41,96936d0,GpuCWT,16384,116,16,audio_read,0.2285,0.0616,0.1318,0.3528,1.94,
20260626_130041_GpuCWT_c16384_f116,2026-06-26 13:00:41,96936d0,GpuCWT,16384,116,16,raw_cwt,5.9193,0.3449,5.4356,6.479,50.32,
20260626_130041_GpuCWT_c16384_f116,2026-06-26 13:00:41,96936d0,GpuCWT,16384,116,16,magnitude,0.9445,0.3796,0.6171,1.993,8.03,
20260626_130041_GpuCWT_c16384_f116,2026-06-26 13:00:41,96936d0,GpuCWT,16384,116,16,edge_trim,0.0057,0.0033,0.0029,0.0161,0.05,
20260626_130041_GpuCWT_c16384_f116,2026-06-26 13:00:41,96936d0,GpuCWT,16384,116,16,hop_center,0.009,0.0047,0.0054,0.0256,0.08,
20260626_130041_GpuCWT_c16384_f116,2026-06-26 13:00:41,96936d0,GpuCWT,16384,116,16,downsample,0.1337,0.0434,0.0933,0.2729,1.14,
20260626_130041_GpuCWT_c16384_f116,2026-06-26 13:00:41,96936d0,GpuCWT,16384,116,16,render,4.5233,1.8929,3.2683,9.8533,38.45,
20260626_130041_GpuCWT_c16384_f116,2026-06-26 13:00:41,96936d0,GpuCWT,16384,116,16,TOTAL,11.7639,1.9144,10.0533,17.3522,100.0,15.791
20260626_130045_CpuCWT_c16384_f116,2026-06-26 13:00:45,96936d0,CpuCWT,16384,116,16,init:build,544.3226,0.0,544.3226,544.3226,,
20260626_130045_CpuCWT_c16384_f116,2026-06-26 13:00:45,96936d0,CpuCWT,16384,116,16,init:prescan,163.8704,0.0,163.8704,163.8704,,
20260626_130045_CpuCWT_c16384_f116,2026-06-26 13:00:45,96936d0,CpuCWT,16384,116,16,wait:next_chunk,0.0,0.0,0.0,0.0,,
20260626_130045_CpuCWT_c16384_f116,2026-06-26 13:00:45,96936d0,CpuCWT,16384,116,16,audio_read,0.2083,0.0669,0.1501,0.4394,0.25,
20260626_130045_CpuCWT_c16384_f116,2026-06-26 13:00:45,96936d0,CpuCWT,16384,116,16,raw_cwt,77.3818,2.3655,74.0784,81.7109,92.4,
20260626_130045_CpuCWT_c16384_f116,2026-06-26 13:00:45,96936d0,CpuCWT,16384,116,16,magnitude,1.6885,0.4539,1.3905,3.2183,2.02,
20260626_130045_CpuCWT_c16384_f116,2026-06-26 13:00:45,96936d0,CpuCWT,16384,116,16,edge_trim,0.0065,0.0019,0.0048,0.0133,0.01,
20260626_130045_CpuCWT_c16384_f116,2026-06-26 13:00:45,96936d0,CpuCWT,16384,116,16,hop_center,0.0083,0.0012,0.0073,0.0118,0.01,
20260626_130045_CpuCWT_c16384_f116,2026-06-26 13:00:45,96936d0,CpuCWT,16384,116,16,downsample,0.134,0.0136,0.1211,0.176,0.16,
20260626_130045_CpuCWT_c16384_f116,2026-06-26 13:00:45,96936d0,CpuCWT,16384,116,16,render,4.322,1.6698,3.3726,9.7128,5.16,
20260626_130045_CpuCWT_c16384_f116,2026-06-26 13:00:45,96936d0,CpuCWT,16384,116,16,TOTAL,83.7494,2.7866,79.9587,87.9135,100.0,2.218
20260626_130047_GpuCWT_c4096_f116,2026-06-26 13:00:47,96936d0,GpuCWT,4096,116,65,init:build,303.3786,0.0,303.3786,303.3786,,
20260626_130047_GpuCWT_c4096_f116,2026-06-26 13:00:47,96936d0,GpuCWT,4096,116,65,init:prescan,91.7491,0.0,91.7491,91.7491,,
20260626_130047_GpuCWT_c4096_f116,2026-06-26 13:00:47,96936d0,GpuCWT,4096,116,65,wait:next_chunk,0.0,0.0,0.0,0.0,,
20260626_130047_GpuCWT_c4096_f116,2026-06-26 13:00:47,96936d0,GpuCWT,4096,116,65,audio_read,0.2121,0.0507,0.0472,0.3774,3.08,
20260626_130047_GpuCWT_c4096_f116,2026-06-26 13:00:47,96936d0,GpuCWT,4096,116,65,raw_cwt,1.6128,0.4034,0.9547,3.5271,23.42,
20260626_130047_GpuCWT_c4096_f116,2026-06-26 13:00:47,96936d0,GpuCWT,4096,116,65,magnitude,0.2709,0.0837,0.1592,0.5436,3.93,
20260626_130047_GpuCWT_c4096_f116,2026-06-26 13:00:47,96936d0,GpuCWT,4096,116,65,edge_trim,0.0035,0.0027,0.0018,0.0238,0.05,
20260626_130047_GpuCWT_c4096_f116,2026-06-26 13:00:47,96936d0,GpuCWT,4096,116,65,hop_center,0.0061,0.0032,0.0037,0.0301,0.09,
20260626_130047_GpuCWT_c4096_f116,2026-06-26 13:00:47,96936d0,GpuCWT,4096,116,65,downsample,0.1036,0.0328,0.0464,0.235,1.5,
20260626_130047_GpuCWT_c4096_f116,2026-06-26 13:00:47,96936d0,GpuCWT,4096,116,65,render,4.6776,1.458,3.2076,12.1347,67.92,
20260626_130047_GpuCWT_c4096_f116,2026-06-26 13:00:47,96936d0,GpuCWT,4096,116,65,TOTAL,6.8866,1.5836,4.7691,14.1756,100.0,6.744
20260626_130049_GpuCWT_c8192_f116,2026-06-26 13:00:49,96936d0,GpuCWT,8192,116,32,init:build,415.712,0.0,415.712,415.712,,
20260626_130049_GpuCWT_c8192_f116,2026-06-26 13:00:49,96936d0,GpuCWT,8192,116,32,init:prescan,138.9628,0.0,138.9628,138.9628,,
20260626_130049_GpuCWT_c8192_f116,2026-06-26 13:00:49,96936d0,GpuCWT,8192,116,32,wait:next_chunk,0.0,0.0,0.0,0.0,,
20260626_130049_GpuCWT_c8192_f116,2026-06-26 13:00:49,96936d0,GpuCWT,8192,116,32,audio_read,0.2247,0.0799,0.0763,0.3987,2.52,
20260626_130049_GpuCWT_c8192_f116,2026-06-26 13:00:49,96936d0,GpuCWT,8192,116,32,raw_cwt,3.7584,0.3837,3.1212,5.2752,42.07,
20260626_130049_GpuCWT_c8192_f116,2026-06-26 13:00:49,96936d0,GpuCWT,8192,116,32,magnitude,0.4642,0.1951,0.2935,1.2838,5.2,
20260626_130049_GpuCWT_c8192_f116,2026-06-26 13:00:49,96936d0,GpuCWT,8192,116,32,edge_trim,0.0038,0.0021,0.0019,0.0124,0.04,
20260626_130049_GpuCWT_c8192_f116,2026-06-26 13:00:49,96936d0,GpuCWT,8192,116,32,hop_center,0.0072,0.0029,0.0035,0.0175,0.08,
20260626_130049_GpuCWT_c8192_f116,2026-06-26 13:00:49,96936d0,GpuCWT,8192,116,32,downsample,0.1172,0.0551,0.054,0.3452,1.31,
20260626_130049_GpuCWT_c8192_f116,2026-06-26 13:00:49,96936d0,GpuCWT,8192,116,32,render,4.3583,1.5366,3.2298,10.0851,48.78,
20260626_130049_GpuCWT_c8192_f116,2026-06-26 13:00:49,96936d0,GpuCWT,8192,116,32,TOTAL,8.9337,1.5461,7.2975,14.3839,100.0,10.397
20260626_130051_GpuCWT_c16384_f116,2026-06-26 13:00:51,96936d0,GpuCWT,16384,116,16,init:build,524.9079,0.0,524.9079,524.9079,,
20260626_130051_GpuCWT_c16384_f116,2026-06-26 13:00:51,96936d0,GpuCWT,16384,116,16,init:prescan,161.966,0.0,161.966,161.966,,
20260626_130051_GpuCWT_c16384_f116,2026-06-26 13:00:51,96936d0,GpuCWT,16384,116,16,wait:next_chunk,0.0,0.0,0.0,0.0,,
20260626_130051_GpuCWT_c16384_f116,2026-06-26 13:00:51,96936d0,GpuCWT,16384,116,16,audio_read,0.2165,0.0842,0.1036,0.4557,1.84,
20260626_130051_GpuCWT_c16384_f116,2026-06-26 13:00:51,96936d0,GpuCWT,16384,116,16,raw_cwt,5.9836,0.5671,5.3195,7.6067,50.9,
20260626_130051_GpuCWT_c16384_f116,2026-06-26 13:00:51,96936d0,GpuCWT,16384,116,16,magnitude,1.0097,0.6449,0.6314,3.4374,8.59,
20260626_130051_GpuCWT_c16384_f116,2026-06-26 13:00:51,96936d0,GpuCWT,16384,116,16,edge_trim,0.0052,0.0024,0.003,0.0108,0.04,
20260626_130051_GpuCWT_c16384_f116,2026-06-26 13:00:51,96936d0,GpuCWT,16384,116,16,hop_center,0.0076,0.0019,0.0048,0.0113,0.06,
20260626_130051_GpuCWT_c16384_f116,2026-06-26 13:00:51,96936d0,GpuCWT,16384,116,16,downsample,0.1294,0.0281,0.0958,0.1787,1.1,
20260626_130051_GpuCWT_c16384_f116,2026-06-26 13:00:51,96936d0,GpuCWT,16384,116,16,render,4.4032,1.7305,3.3605,9.3456,37.46,
20260626_130051_GpuCWT_c16384_f116,2026-06-26 13:00:51,96936d0,GpuCWT,16384,116,16,TOTAL,11.7552,1.7214,9.9866,15.9044,100.0,15.802
20260626_130053_GpuCWT_c32768_f116,2026-06-26 13:00:53,96936d0,GpuCWT,32768,116,8,init:build,562.8183,0.0,562.8183,562.8183,,
20260626_130053_GpuCWT_c32768_f116,2026-06-26 13:00:53,96936d0,GpuCWT,32768,116,8,init:prescan,174.2915,0.0,174.2915,174.2915,,
20260626_130053_GpuCWT_c32768_f116,2026-06-26 13:00:53,96936d0,GpuCWT,32768,116,8,wait:next_chunk,0.0,0.0,0.0,0.0,,
20260626_130053_GpuCWT_c32768_f116,2026-06-26 13:00:53,96936d0,GpuCWT,32768,116,8,audio_read,0.2656,0.0767,0.1413,0.3864,1.93,
20260626_130053_GpuCWT_c32768_f116,2026-06-26 13:00:53,96936d0,GpuCWT,32768,116,8,raw_cwt,6.1022,0.7283,5.3952,7.6077,44.26,
20260626_130053_GpuCWT_c32768_f116,2026-06-26 13:00:53,96936d0,GpuCWT,32768,116,8,magnitude,1.8493,0.7787,1.3081,3.8323,13.41,
20260626_130053_GpuCWT_c32768_f116,2026-06-26 13:00:53,96936d0,GpuCWT,32768,116,8,edge_trim,0.0069,0.0023,0.0038,0.01,0.05,
20260626_130053_GpuCWT_c32768_f116,2026-06-26 13:00:53,96936d0,GpuCWT,32768,116,8,hop_center,0.0101,0.0033,0.0059,0.0168,0.07,
20260626_130053_GpuCWT_c32768_f116,2026-06-26 13:00:53,96936d0,GpuCWT,32768,116,8,downsample,0.1747,0.0579,0.1131,0.2954,1.27,
20260626_130053_GpuCWT_c32768_f116,2026-06-26 13:00:53,96936d0,GpuCWT,32768,116,8,render,5.3787,2.7043,3.5199,10.7959,39.01,
20260626_130053_GpuCWT_c32768_f116,2026-06-26 13:00:53,96936d0,GpuCWT,32768,116,8,TOTAL,13.7874,2.5739,10.9123,18.4849,100.0,26.946
20260626_130056_GpuCWT_c16384_f116,2026-06-26 13:00:56,96936d0,GpuCWT,16384,116,11,init:build,545.8739,0.0,545.8739,545.8739,,
20260626_130056_GpuCWT_c16384_f116,2026-06-26 13:00:56,96936d0,GpuCWT,16384,116,11,init:prescan,157.0936,0.0,157.0936,157.0936,,
20260626_130056_GpuCWT_c16384_f116,2026-06-26 13:00:56,96936d0,GpuCWT,16384,116,11,wait:next_chunk,0.0,0.0,0.0,0.0,,
20260626_130056_GpuCWT_c16384_f116,2026-06-26 13:00:56,96936d0,GpuCWT,16384,116,11,audio_read,0.2603,0.0842,0.1077,0.4144,2.05,
20260626_130056_GpuCWT_c16384_f116,2026-06-26 13:00:56,96936d0,GpuCWT,16384,116,11,raw_cwt,6.1536,0.4857,5.4011,6.9736,48.44,
20260626_130056_GpuCWT_c16384_f116,2026-06-26 13:00:56,96936d0,GpuCWT,16384,116,11,magnitude,1.2304,0.6829,0.5894,3.2594,9.68,
20260626_130056_GpuCWT_c16384_f116,2026-06-26 13:00:56,96936d0,GpuCWT,16384,116,11,edge_trim,0.0064,0.0026,0.0031,0.0122,0.05,
20260626_130056_GpuCWT_c16384_f116,2026-06-26 13:00:56,96936d0,GpuCWT,16384,116,11,hop_center,0.0113,0.0081,0.0064,0.0357,0.09,
20260626_130056_GpuCWT_c16384_f116,2026-06-26 13:00:56,96936d0,GpuCWT,16384,116,11,downsample,0.1393,0.0378,0.0892,0.2166,1.1,
20260626_130056_GpuCWT_c16384_f116,2026-06-26 13:00:56,96936d0,GpuCWT,16384,116,11,render,4.9033,1.8867,3.6311,9.1921,38.59,
20260626_130056_GpuCWT_c16384_f116,2026-06-26 13:00:56,96936d0,GpuCWT,16384,116,11,TOTAL,12.7046,1.4574,11.1025,15.7748,100.0,21.932
20260626_130058_GpuCWT_c16384_f116,2026-06-26 13:00:58,96936d0,GpuCWT,16384,116,16,init:build,533.1247,0.0,533.1247,533.1247,,
20260626_130058_GpuCWT_c16384_f116,2026-06-26 13:00:58,96936d0,GpuCWT,16384,116,16,init:prescan,162.6862,0.0,162.6862,162.6862,,
20260626_130058_GpuCWT_c16384_f116,2026-06-26 13:00:58,96936d0,GpuCWT,16384,116,16,wait:next_chunk,0.0,0.0,0.0,0.0,,
20260626_130058_GpuCWT_c16384_f116,2026-06-26 13:00:58,96936d0,GpuCWT,16384,116,16,audio_read,0.2713,0.0815,0.1132,0.4502,2.03,
20260626_130058_GpuCWT_c16384_f116,2026-06-26 13:00:58,96936d0,GpuCWT,16384,116,16,raw_cwt,6.6959,1.4827,5.2782,11.6014,50.07,
20260626_130058_GpuCWT_c16384_f116,2026-06-26 13:00:58,96936d0,GpuCWT,16384,116,16,magnitude,1.1983,0.5081,0.6179,2.3474,8.96,
20260626_130058_GpuCWT_c16384_f116,2026-06-26 13:00:58,96936d0,GpuCWT,16384,116,16,edge_trim,0.0059,0.0016,0.0033,0.0094,0.04,
20260626_130058_GpuCWT_c16384_f116,2026-06-26 13:00:58,96936d0,GpuCWT,16384,116,16,hop_center,0.0108,0.0062,0.0059,0.0337,0.08,
20260626_130058_GpuCWT_c16384_f116,2026-06-26 13:00:58,96936d0,GpuCWT,16384,116,16,downsample,0.1528,0.0552,0.1024,0.3302,1.14,
20260626_130058_GpuCWT_c16384_f116,2026-06-26 13:00:58,96936d0,GpuCWT,16384,116,16,render,5.0394,1.8198,3.5099,9.7923,37.68,
20260626_130058_GpuCWT_c16384_f116,2026-06-26 13:00:58,96936d0,GpuCWT,16384,116,16,TOTAL,13.3744,2.3067,10.3207,19.0786,100.0,13.889
20260626_130100_GpuCWT_c16384_f116,2026-06-26 13:01:00,96936d0,GpuCWT,16384,116,32,init:build,526.7722,0.0,526.7722,526.7722,,
20260626_130100_GpuCWT_c16384_f116,2026-06-26 13:01:00,96936d0,GpuCWT,16384,116,32,init:prescan,165.2042,0.0,165.2042,165.2042,,
20260626_130100_GpuCWT_c16384_f116,2026-06-26 13:01:00,96936d0,GpuCWT,16384,116,32,wait:next_chunk,0.0,0.0,0.0,0.0,,
20260626_130100_GpuCWT_c16384_f116,2026-06-26 13:01:00,96936d0,GpuCWT,16384,116,32,audio_read,0.2489,0.0766,0.1046,0.4508,2.1,
20260626_130100_GpuCWT_c16384_f116,2026-06-26 13:01:00,96936d0,GpuCWT,16384,116,32,raw_cwt,6.0572,0.5538,5.4109,7.1465,51.17,
20260626_130100_GpuCWT_c16384_f116,2026-06-26 13:01:00,96936d0,GpuCWT,16384,116,32,magnitude,1.0131,0.5153,0.6586,3.3123,8.56,
20260626_130100_GpuCWT_c16384_f116,2026-06-26 13:01:00,96936d0,GpuCWT,16384,116,32,edge_trim,0.0057,0.0034,0.003,0.0229,0.05,
20260626_130100_GpuCWT_c16384_f116,2026-06-26 13:01:00,96936d0,GpuCWT,16384,116,32,hop_center,0.0083,0.0022,0.005,0.015,0.07,
20260626_130100_GpuCWT_c16384_f116,2026-06-26 13:01:00,96936d0,GpuCWT,16384,116,32,downsample,0.1307,0.0293,0.0944,0.2134,1.1,
20260626_130100_GpuCWT_c16384_f116,2026-06-26 13:01:00,96936d0,GpuCWT,16384,116,32,render,4.3734,1.5279,3.3152,10.1142,36.95,
20260626_130100_GpuCWT_c16384_f116,2026-06-26 13:01:00,96936d0,GpuCWT,16384,116,32,TOTAL,11.8374,1.6987,9.9478,16.8906,100.0,7.846
20260626_130102_GpuCWT_c16384_f72,2026-06-26 13:01:02,96936d0,GpuCWT,16384,72,16,init:build,420.3954,0.0,420.3954,420.3954,,
20260626_130102_GpuCWT_c16384_f72,2026-06-26 13:01:02,96936d0,GpuCWT,16384,72,16,init:prescan,136.5804,0.0,136.5804,136.5804,,
20260626_130102_GpuCWT_c16384_f72,2026-06-26 13:01:02,96936d0,GpuCWT,16384,72,16,wait:next_chunk,0.0,0.0,0.0,0.0,,
20260626_130102_GpuCWT_c16384_f72,2026-06-26 13:01:02,96936d0,GpuCWT,16384,72,16,audio_read,0.2638,0.0752,0.1395,0.3831,2.66,
20260626_130102_GpuCWT_c16384_f72,2026-06-26 13:01:02,96936d0,GpuCWT,16384,72,16,raw_cwt,4.3201,0.4362,3.8881,5.6639,43.63,
20260626_130102_GpuCWT_c16384_f72,2026-06-26 13:01:02,96936d0,GpuCWT,16384,72,16,magnitude,0.5862,0.2438,0.4132,1.412,5.92,
20260626_130102_GpuCWT_c16384_f72,2026-06-26 13:01:02,96936d0,GpuCWT,16384,72,16,edge_trim,0.0042,0.0017,0.0024,0.0086,0.04,
20260626_130102_GpuCWT_c16384_f72,2026-06-26 13:01:02,96936d0,GpuCWT,16384,72,16,hop_center,0.0072,0.0022,0.0048,0.0126,0.07,
20260626_130102_GpuCWT_c16384_f72,2026-06-26 13:01:02,96936d0,GpuCWT,16384,72,16,downsample,0.1084,0.0274,0.0755,0.1702,1.09,
20260626_130102_GpuCWT_c16384_f72,2026-06-26 13:01:02,96936d0,GpuCWT,16384,72,16,render,4.6115,1.8162,3.3049,9.2944,46.57,
20260626_130102_GpuCWT_c16384_f72,2026-06-26 13:01:02,96936d0,GpuCWT,16384,72,16,TOTAL,9.9014,1.676,8.3659,14.2891,100.0,18.761
20260626_130104_GpuCWT_c16384_f96,2026-06-26 13:01:04,96936d0,GpuCWT,16384,96,16,init:build,495.4373,0.0,495.4373,495.4373,,
20260626_130104_GpuCWT_c16384_f96,2026-06-26 13:01:04,96936d0,GpuCWT,16384,96,16,init:prescan,147.1799,0.0,147.1799,147.1799,,
20260626_130104_GpuCWT_c16384_f96,2026-06-26 13:01:04,96936d0,GpuCWT,16384,96,16,wait:next_chunk,0.0,0.0,0.0,0.0,,
20260626_130104_GpuCWT_c16384_f96,2026-06-26 13:01:04,96936d0,GpuCWT,16384,96,16,audio_read,0.2295,0.0606,0.1094,0.3623,2.03,
20260626_130104_GpuCWT_c16384_f96,2026-06-26 13:01:04,96936d0,GpuCWT,16384,96,16,raw_cwt,5.3668,0.6298,4.5708,7.1634,47.43,
20260626_130104_GpuCWT_c16384_f96,2026-06-26 13:01:04,96936d0,GpuCWT,16384,96,16,magnitude,0.8293,0.3124,0.5322,1.6621,7.33,
20260626_130104_GpuCWT_c16384_f96,2026-06-26 13:01:04,96936d0,GpuCWT,16384,96,16,edge_trim,0.0047,0.0009,0.0029,0.0062,0.04,
20260626_130104_GpuCWT_c16384_f96,2026-06-26 13:01:04,96936d0,GpuCWT,16384,96,16,hop_center,0.0071,0.0011,0.0053,0.0096,0.06,
20260626_130104_GpuCWT_c16384_f96,2026-06-26 13:01:04,96936d0,GpuCWT,16384,96,16,downsample,0.1278,0.0308,0.0855,0.1867,1.13,
20260626_130104_GpuCWT_c16384_f96,2026-06-26 13:01:04,96936d0,GpuCWT,16384,96,16,render,4.7493,1.8246,3.5167,9.4992,41.98,
20260626_130104_GpuCWT_c16384_f96,2026-06-26 13:01:04,96936d0,GpuCWT,16384,96,16,TOTAL,11.3145,1.7007,9.4534,15.5164,100.0,16.418
20260626_130106_GpuCWT_c16384_f116,2026-06-26 13:01:06,96936d0,GpuCWT,16384,116,16,init:build,523.9559,0.0,523.9559,523.9559,,
20260626_130106_GpuCWT_c16384_f116,2026-06-26 13:01:06,96936d0,GpuCWT,16384,116,16,init:prescan,164.5101,0.0,164.5101,164.5101,,
20260626_130106_GpuCWT_c16384_f116,2026-06-26 13:01:06,96936d0,GpuCWT,16384,116,16,wait:next_chunk,0.0,0.0,0.0,0.0,,
20260626_130106_GpuCWT_c16384_f116,2026-06-26 13:01:06,96936d0,GpuCWT,16384,116,16,audio_read,0.2424,0.0546,0.1297,0.3599,2.08,
20260626_130106_GpuCWT_c16384_f116,2026-06-26 13:01:06,96936d0,GpuCWT,16384,116,16,raw_cwt,5.8806,0.3919,5.213,6.7228,50.4,
20260626_130106_GpuCWT_c16384_f116,2026-06-26 13:01:06,96936d0,GpuCWT,16384,116,16,magnitude,0.9265,0.4099,0.6539,2.3991,7.94,
20260626_130106_GpuCWT_c16384_f116,2026-06-26 13:01:06,96936d0,GpuCWT,16384,116,16,edge_trim,0.0056,0.0025,0.0032,0.0119,0.05,
